param n := 120;
param Q := 200;
param c:
	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120 :=
0	0.0	46.486557196677836	44.598206241955516	45.17742799230607	45.65084884205331	43.41658669218482	42.190046219457976	43.266615305567875	50.91168824543142	45.48626166217664	45.79301256742124	47.16990566028302	53.75872022286245	50.0	51.03920062069938	49.39635614091387	74.09453421137081	73.06161783043132	16.64331697709324	76.66159403508382	74.70609078247904	73.348483283569	79.92496481075234	76.94153624668537	80.77747210701756	79.75587752636166	76.92203845452875	83.35466393669883	81.41252974819048	85.44003745317531	85.0881895447306	84.11896337925236	82.29216244576394	86.95401083331349	86.76981041814025	83.6301381082203	85.86617494683223	76.10519036176179	76.00657866263946	76.00657866263946	75.66372975210778	79.02531240052139	79.00632886041473	79.30952023559341	82.05485969764375	82.29823813423954	84.0535543567314	84.00595217006948	84.0535543567314	86.05230967266364	89.00561780022652	89.1403387922662	80.95677859203639	82.29823813423954	83.19254774317228	85.0	86.95401083331349	84.581321815162	87.23531395025755	86.16263691415206	90.82400563727631	90.87353850269065	91.706052144883	93.94147114027967	93.47192091746055	91.92388155425118	99.28242543370907	46.61544808322666	53.150729063673246	47.16990566028302	48.877397639399746	53.2634959423431	56.85068161420758	52.3450093132096	55.31726674375732	56.85068161420758	53.74011537017761	56.568542494923804	58.728187440104094	60.14149981501958	62.93647591023825	10.0	5.0	17.0	12.206555615733702	9.219544457292887	6.4031242374328485	5.830951894845301	3.1622776601683795	9.433981132056603	12.529964086141668	11.180339887498949	8.94427190999916	10.04987562112089	12.041594578792296	6.0	10.0	15.0	22.360679774997898	11.180339887498949	13.416407864998739	8.94427190999916	6.708203932499369	14.142135623730951	11.313708498984761	6.4031242374328485	7.810249675906654	10.816653826391969	21.633307652783937	24.041630560342615	20.615528128088304	5.830951894845301	10.295630140987	16.1245154965971	17.0	20.024984394500787	16.55294535724685	13.416407864998739	18.027756377319946	7.0710678118654755	7.0710678118654755	
1	46.486557196677836	0.0	2.0	7.211102550927978	8.06225774829855	8.48528137423857	10.63014581273465	12.041594578792296	22.47220505424423	11.661903789690601	10.295630140987	10.770329614269007	22.561028345356956	15.524174696260024	14.142135623730951	11.180339887498949	48.25971404805462	48.507731342539614	35.014282800023196	51.24451190127583	51.78802950489621	52.392747589718944	53.03772242470448	53.600373133029585	54.037024344425184	54.147945482723536	54.91812087098393	57.0350769263968	57.3149195236284	66.49060083951716	59.033888572581766	59.135437767890075	59.53990258641679	60.0	62.12889826803627	60.40695324215582	62.289646009589745	72.94518489934754	74.63243262818116	75.8023746329889	80.72174428244226	76.55063683601855	78.2368199762746	81.83520025025906	78.54934754662193	84.20213774008353	80.26207074328447	81.30190649671138	83.48652585896721	81.98780397107853	86.6083136886985	88.75246475450696	98.00510190801293	100.43903623591775	100.0	103.22790320451152	106.50821564555478	100.42410069301094	105.20931517693668	100.00499987500625	108.60018416190647	105.75916035975324	107.29864864013899	111.21151019566275	109.48059188732951	105.55093557141026	114.97825881443848	82.87339742040264	82.86132994346639	84.5931439302264	86.57944328765345	87.0976463516667	90.47098982546837	84.64632301523794	88.52683209061533	90.47098982546837	85.16454661418682	87.64131445842195	90.52071586106685	89.81091247727082	93.60555539069249	37.16180835212409	41.78516483155236	29.832867780352597	34.92849839314596	38.07886552931954	40.52159917870962	42.20189569201838	43.32435804486894	39.6232255123179	38.2099463490856	39.319206502675	40.607881008493905	43.289721643826724	43.104524124504614	44.91102314577124	44.28317965096906	44.0	54.230987451824994	49.25444142409901	50.08991914547278	48.507731342539614	47.853944456021594	54.230987451824994	52.46903848937962	50.21951811795888	50.99019513592785	53.75872022286245	32.14031735997639	37.8549864614954	49.25444142409901	40.80441152620633	36.40054944640259	30.805843601498726	36.0	45.27692569068709	51.0	33.24154027718932	34.0	43.829214001622255	52.92447448959697	
2	44.598206241955516	2.0	0.0	6.324555320336759	7.280109889280518	7.211102550927978	9.219544457292887	10.816653826391969	21.840329667841555	10.770329614269007	9.486832980505138	10.198039027185569	22.20360331117452	15.132745950421556	14.0	11.0	48.093658625644196	48.25971404805462	33.015148038438355	51.088159097779204	51.478150704935004	51.97114584074513	53.0	53.33854141237835	54.0	54.037024344425184	54.589376255824725	57.0	57.14017850864661	66.09841147864296	59.0	59.033888572581766	59.30430001273095	60.03332407921454	62.03224967708329	60.207972893961475	62.12889826803627	71.8679344353238	73.49829930005184	74.63243262818116	79.39773296511683	75.47184905645283	77.10382610480494	80.60397012554654	77.52418977325722	83.00602387778854	79.25906888173743	80.26207074328447	82.37718130647589	81.00617260431454	85.58621384311844	87.66413177577246	96.40020746865642	98.812954616285	98.40731680114035	101.6070863670443	104.86181383134664	98.85848471426213	103.60019305001319	98.49365461794989	107.00467279516349	104.23531071570709	105.75916035975324	109.63576058932597	107.93516572461452	104.06248123122954	113.45483682946268	80.89499366462674	80.95677859203639	82.60750571225353	84.5931439302264	85.14693182963201	88.52683209061533	82.71033792700887	86.58521813797087	88.52683209061533	83.24061508662703	85.72630868059116	88.60022573334675	87.92041856133307	91.706052144883	35.34119409414458	39.92492955535426	27.892651361962706	32.984845004941285	36.138621999185304	38.600518131237564	40.26164427839479	41.43669871020132	37.656340767525464	36.22154055254967	37.33630940518894	38.63935817272331	41.30375285612676	41.10960958218893	42.95346318982906	42.2965719651132	42.0	52.23983154643591	47.265209192385896	48.093658625644196	46.52956049652737	45.89117562233506	52.23983154643591	50.48762224545735	48.27007354458868	49.03060268852505	51.78802950489621	30.14962686336267	35.90264614203248	47.265209192385896	38.897300677553446	34.48187929913333	28.861739379323623	34.0	43.289721643826724	49.0	31.32091952673165	32.0	42.05948168962618	51.07837115648854	
3	45.17742799230607	7.211102550927978	6.324555320336759	0.0	1.0	2.0	4.123105625617661	5.0	15.524174696260024	4.47213595499958	3.1622776601683795	4.0	16.0312195418814	9.0	8.246211251235321	5.385164807134504	42.01190307520001	42.1070065428546	31.78049716414141	45.0111097397076	45.27692569068709	45.70557952810576	47.042533945356304	47.16990566028302	48.041648597857254	48.0	48.373546489791295	51.03920062069938	51.03920062069938	59.841457201508724	53.03772242470448	53.0	53.150729063673246	54.147945482723536	56.0	54.08326913195984	56.0357029044876	65.73431371817918	67.42403132415029	68.60029154456998	73.59347797189639	69.33974329343886	71.02816342831905	74.65252842335616	71.34423592694787	77.00649323271382	73.06161783043132	74.09453421137081	76.27581530209953	74.79304780526061	79.40403012442127	81.54140052758476	91.2633551870629	93.74433316206373	93.23089616645332	96.51942809610924	99.85990186255943	93.60021367496978	98.4733466477097	93.08598175880189	101.83319694480774	98.85848471426213	100.42410069301094	104.4030650891055	102.61578825892242	98.59513172565875	108.07404868885037	78.23042886243178	77.3692445355388	80.09993757800315	82.09750300709517	82.03657720797473	85.32877591996736	79.42921376924235	83.3606621854697	85.32877591996736	79.83107164506812	82.22530024268686	85.14693182963201	84.20213774008353	88.05679985100527	36.61966684720111	40.8166632639171	28.178005607210743	33.1058907144937	36.24913792078372	38.91015291668744	40.311288741492746	42.05948168962618	37.33630940518894	35.4400902933387	36.68787265568828	38.27531841800928	40.52159917870962	40.024992192379	42.720018726587654	41.48493702538308	40.44749683231337	50.00999900019995	46.32493928760188	46.87216658103186	45.880278987817846	45.5411901469428	51.19570294468082	49.72926703662542	48.104053883222775	48.703182647543684	51.24451190127583	28.160255680657446	33.06055050963308	45.0111097397076	39.35733730830886	34.88552708502482	29.068883707497267	32.55764119219941	41.012193308819754	47.38143096192854	31.76476034853718	30.59411708155671	43.60045871318328	51.97114584074513	
4	45.65084884205331	8.06225774829855	7.280109889280518	1.0	0.0	2.23606797749979	4.0	4.47213595499958	14.560219778561036	3.605551275463989	2.23606797749979	3.0	15.033296378372908	8.0	7.280109889280518	4.47213595499958	41.012193308819754	41.10960958218893	32.01562118716424	44.01136216933077	44.28317965096906	44.721359549995796	46.04345773288535	46.17358552246078	47.042533945356304	47.0	47.38143096192854	50.039984012787215	50.039984012787215	58.855755878248644	52.03844732503075	52.0	52.15361924162119	53.150729063673246	55.0	53.08483775994799	55.036351623268054	64.89992295835181	66.61080993352356	67.80117993073571	72.86288492778748	68.5054742338158	70.21395872616783	73.87827826905551	70.49113419430843	76.21679604916491	72.20110802473879	73.24616030891995	75.45197147855052	73.92563831310488	78.54934754662193	80.7093550959243	90.69729874698585	93.1933474020544	92.65527507918802	95.96353474106714	99.32270636667126	93.00537618869137	97.9081201943945	92.45539465060976	101.25709851659784	98.2344135219425	99.80981915623332	103.81233067415451	102.00490184299969	97.94896630388705	107.44766167767449	78.16009211867653	77.12976079309465	80.05623023850174	82.05485969764375	81.88406438373708	85.15867542417507	79.2464510246358	83.18653737234169	85.15867542417507	79.62411694957753	82.0	84.92938243034621	83.93449827097318	87.80091115700337	37.20215047547655	41.340053217188775	28.653097563788805	33.54101966249684	36.6742416417845	39.35733730830886	40.718546143004666	42.5440947723653	37.69615364994153	35.73513677041127	37.0	38.62641583165593	40.80441152620633	40.26164427839479	43.08131845707603	41.7612260356422	40.607881008493905	50.039984012787215	46.57252408878007	47.07440918375928	46.17358552246078	45.880278987817846	51.419840528729765	50.0	48.46648326421054	49.040799340956916	51.54609587543949	28.284271247461902	33.015148038438355	45.044422518220834	39.824615503479755	35.35533905932738	29.5296461204668	32.7566787083184	41.048751503547585	47.51841748206689	32.2490309931942	30.805843601498726	44.204072210600685	52.478567053607705	
5	43.41658669218482	8.48528137423857	7.211102550927978	2.0	2.23606797749979	0.0	2.23606797749979	3.605551275463989	15.132745950421556	4.0	3.1622776601683795	4.47213595499958	16.0312195418814	9.219544457292887	8.94427190999916	6.4031242374328485	42.01190307520001	42.01190307520001	29.832867780352597	45.0111097397076	45.09988913511872	45.39823785126467	47.16990566028302	47.042533945356304	48.16637831516918	48.041648597857254	48.16637831516918	51.15662224971465	51.0	59.53990258641679	53.150729063673246	53.03772242470448	53.03772242470448	54.3323108288245	56.0357029044876	54.00925846556311	56.0	64.66065264130884	66.2872536767062	67.42403132415029	72.24956747275377	68.26419266350405	69.8927750200262	73.40980860893181	70.32780389006896	75.8023746329889	72.069410986909	73.06161783043132	75.16648189186454	73.824115301167	78.39005038906404	80.45495634204272	89.62700485902673	92.0869154657707	91.60785992479029	94.86832980505137	98.18350166906862	92.00543462209176	96.83491106000976	91.54780172128658	100.20977996183805	97.30878685915265	98.85848471426213	102.80077820717118	101.04454463255303	97.082439194738	106.5269918846862	76.23647421018367	75.43208866258443	78.10249675906654	80.09993757800315	80.06247560499239	83.3606621854697	77.46612162745726	81.39410298049853	83.3606621854697	77.87810988975015	80.2807573457052	83.19855767980596	82.28000972289685	86.1278120005379	35.0	39.11521443121589	26.419689627245813	31.304951684997057	34.438350715445125	37.12142238654117	38.48376280978771	40.311288741492746	35.4682957019364	33.52610922848042	34.785054261852174	36.40054944640259	38.600518131237564	38.07886552931954	40.85339643163099	39.56008088970496	38.47076812334269	48.010415536631214	44.384682042344295	44.91102314577124	43.965895873961216	43.657759905886145	49.24428900898052	47.80167361086848	46.238512086787566	46.8187996428785	49.33558553417604	26.1725046566048	31.064449134018133	43.01162633521314	37.589892258425	33.12099032335839	27.294688127912362	30.59411708155671	39.01281840626232	45.39823785126467	30.01666203960727	28.635642126552707	42.01190307520001	50.24937810560445	
6	42.190046219457976	10.63014581273465	9.219544457292887	4.123105625617661	4.0	2.23606797749979	0.0	2.0	14.0	3.605551275463989	3.605551275463989	5.0	15.297058540778355	8.94427190999916	9.219544457292887	7.211102550927978	41.10960958218893	41.012193308819754	28.160255680657446	44.10215414239989	44.01136216933077	44.181444068749045	46.389654018972806	46.0	47.38143096192854	47.16990566028302	47.042533945356304	50.35871324805669	50.039984012787215	58.309518948453004	52.3450093132096	52.15361924162119	52.0	53.600373133029585	55.14526271584895	53.009433122794285	55.036351623268054	62.76941930590086	64.35060217278468	65.45991139621256	70.178344238091	66.37017402418047	67.95586803212802	71.40028011149536	68.47627326307996	73.81734213584231	70.2353187506115	71.19691004531025	73.24616030891995	72.00694410957877	76.53757247260981	78.54934754662193	87.41853350405736	89.87213138676528	89.40357934669059	92.65527507918802	95.96353474106714	89.81091247727082	94.62557793746889	89.37561188601732	98.00510190801293	95.13148795220224	96.67471230885562	100.60318086422517	98.85848471426213	94.92101980067429	104.35037134576953	74.16872656315464	73.24616030891995	76.05918747922567	78.05767098754612	77.92945527847606	81.21576201698781	75.31268153505093	79.2464510246358	81.21576201698781	75.7099729229908	78.10249675906654	81.02468759581859	80.0812087820857	83.93449827097318	34.058772731852805	38.01315561749642	25.238858928247925	30.01666203960727	33.12099032335839	35.84689665786984	37.12142238654117	39.11521443121589	34.0147027033899	31.953090617340916	33.24154027718932	34.92849839314596	37.0	36.40054944640259	39.395431207184416	37.94733192202055	36.6742416417845	46.04345773288535	42.720018726587654	43.174066289845804	42.37924020083418	42.15447781671598	47.53945729601885	46.17358552246078	44.77722635447622	45.31004303683677	47.75981574503821	24.331050121192877	29.017236257093817	41.048751503547585	36.359317925395686	31.906112267087632	26.076809620810597	28.861739379323623	37.05401462729781	43.56604182158393	28.844410203711913	26.92582403567252	41.10960958218893	49.09175083453431	
7	43.266615305567875	12.041594578792296	10.816653826391969	5.0	4.47213595499958	3.605551275463989	2.0	0.0	12.0	2.23606797749979	3.0	4.123105625617661	13.341664064126334	7.211102550927978	7.810249675906654	6.324555320336759	39.11521443121589	39.01281840626232	28.792360097775937	42.1070065428546	42.01190307520001	42.190046219457976	44.40720662234904	44.0	45.39823785126467	45.17742799230607	45.044422518220834	48.373546489791295	48.041648597857254	56.32051136131489	50.35871324805669	50.15974481593781	50.0	51.62363799656123	53.150729063673246	51.0098029794274	53.03772242470448	61.05735008989499	62.68173577685928	63.8200595424354	68.6804193347711	64.66065264130884	66.2872536767062	69.81403870282824	66.73080248281148	72.20110802473879	68.47627326307996	69.46221994724903	71.56116265125938	70.2353187506115	74.79304780526061	76.8505042273634	86.2670273047588	88.75246475450696	88.23264701911646	91.52595260361949	94.87360012142472	88.60022573334675	93.47726996441435	88.09086218218096	96.83491106000976	93.86160024205851	95.42536350467836	99.40321926376429	97.6165969494942	93.60555539069249	103.07764064044152	74.06078584514209	72.78049189171504	76.00657866263946	78.00640999302557	77.64663547121665	80.89499366462674	74.96665925596525	78.91767862779544	80.89499366462674	75.31268153505093	77.6659513557904	80.60397012554654	79.55501241279521	83.43260753446461	35.38361202590826	39.20459156782532	26.40075756488817	31.064449134018133	34.132096331752024	36.89173349139343	38.07886552931954	40.22437072223753	34.88552708502482	32.69556544854363	34.0147027033899	35.77708763999664	37.69615364994153	37.0	40.24922359499622	38.62641583165593	37.107950630558946	46.17358552246078	43.32435804486894	43.68065933568311	43.08131845707603	42.95346318982906	48.08326112068523	46.8187996428785	45.617978911828175	46.09772228646444	48.46648326421054	24.73863375370596	29.017236257093817	41.19465984809196	37.44329045369811	33.015148038438355	27.202941017470888	29.410882339705484	37.21558813185679	43.93176527297759	30.0	27.51363298439521	42.44997055358225	50.21951811795888	
8	50.91168824543142	22.47220505424423	21.840329667841555	15.524174696260024	14.560219778561036	15.132745950421556	14.0	12.0	0.0	11.180339887498949	12.36931687685298	11.704699910719626	3.1622776601683795	7.211102550927978	9.219544457292887	11.661903789690601	27.16615541441225	27.018512172212592	34.828149534535996	30.14962686336267	30.01666203960727	30.265491900843113	32.55764119219941	32.0	33.54101966249684	33.24154027718932	33.06055050963308	36.49657518178932	36.05551275463989	44.40720662234904	38.47076812334269	38.2099463490856	38.0	39.81205847478876	41.19465984809196	39.01281840626232	41.048751503547585	51.22499389946279	53.150729063673246	54.48853090330111	60.30754513325841	54.817880294662984	56.72741841473134	60.81118318204309	56.61271941887264	62.96824596572466	58.249463516842795	59.405386961116584	61.84658438426491	59.90826320300064	64.63745044476924	67.00746227100382	80.06247560499239	82.73451516749222	81.88406438373708	85.42247947700886	89.0	81.98780397107853	87.23531395025755	80.99382692526635	90.4267659490264	86.82165628459296	88.50988645343524	92.78469701410896	90.7358804442873	86.2670273047588	95.96353474106714	74.54528824815154	71.11258679024411	76.79192665899195	78.77182237323191	77.02596964660685	80.0	74.0	78.0	80.0	74.02702209328699	76.10519036176179	79.1012010022604	77.41446893184762	81.39410298049853	44.40720662234904	47.50789408087881	35.0	38.948684188300895	41.72529209005013	44.553338819890925	45.27692569068709	48.104053883222775	41.773197148410844	39.05124837953327	40.45985664828782	42.5205832509386	43.60045871318328	42.43819034784589	46.861498055439924	44.40720662234904	41.677331968349414	48.703182647543684	48.54894437575342	48.373546489791295	48.82622246293481	49.20365840057018	52.839379254491625	52.15361924162119	52.009614495783374	52.20153254455275	54.08326913195984	30.0	31.78049716414141	44.01136216933077	45.27692569068709	41.10960958218893	35.608987629529715	35.0	40.311288741492746	47.853944456021594	38.41874542459709	33.421549934136806	51.40038910358559	57.982756057296896	
9	45.48626166217664	11.661903789690601	10.770329614269007	4.47213595499958	3.605551275463989	4.0	3.605551275463989	2.23606797749979	11.180339887498949	0.0	1.4142135623730951	2.0	12.041594578792296	5.385164807134504	5.656854249492381	4.123105625617661	38.01315561749642	38.01315561749642	31.016124838541646	41.012193308819754	41.10960958218893	41.43669871020132	43.18564576337837	43.04648650006177	44.181444068749045	44.04543109109048	44.181444068749045	47.16990566028302	47.0	55.57877292636101	49.16299421312742	49.040799340956916	49.040799340956916	50.35871324805669	52.03844732503075	50.00999900019995	52.0	61.29437168288782	63.00793600809346	64.20280367709809	69.31089380465383	64.89992295835181	66.61080993352356	70.2922470831599	66.88796603276258	72.62231062146122	68.60029154456998	69.6419413859206	71.84705978674423	70.32780389006896	74.94664769020693	77.10382610480494	87.36704184073076	89.88882021697692	89.30845424706443	92.64987857520376	96.04165762834376	89.62700485902673	94.57801012920498	89.02246907382428	97.9081201943945	94.81033698917012	96.40020746865642	100.43903623591775	98.60020283954795	94.49338601193207	104.01922899156675	76.02631123499285	74.52516353554684	78.0	80.0	79.51100552753688	82.73451516749222	76.79192665899195	80.75270893288967	82.73451516749222	77.10382610480494	79.42921376924235	82.37718130647589	81.25269226308751	85.14693182963201	37.53664875824692	41.400483088968905	28.600699292150182	33.28663395418648	36.359317925395686	39.11521443121589	40.311288741492746	42.43819034784589	37.12142238654117	34.92849839314596	36.24913792078372	38.01315561749642	39.92492955535426	39.21734310225516	42.485291572496	40.85339643163099	39.293765408777	48.25971404805462	45.5411901469428	45.880278987817846	45.31004303683677	45.18849411078001	50.28916384272063	49.040799340956916	47.853944456021594	48.33218389437829	50.695167422546305	26.92582403567252	31.064449134018133	43.289721643826724	39.66106403010388	35.22782990761707	29.410882339705484	31.622776601683793	39.319206502675	46.09772228646444	32.202484376209235	29.732137494637012	44.598206241955516	52.43090691567332	
