param n := 75;
param Q := 140;
param c:
	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75 :=
0	0.0	25.45584412271571	14.560219778561036	19.6468827043885	7.0710678118654755	25.0	9.219544457292887	14.142135623730951	15.811388300841896	23.600847442411894	26.0	29.154759474226502	12.083045973594572	22.561028345356956	27.80287754891569	27.202941017470888	19.4164878389476	8.06225774829855	34.88552708502482	23.40939982143925	36.76955262170047	27.294688127912362	30.4138126514911	31.38470965295043	33.13608305156178	33.24154027718932	6.082762530298219	16.15549442140351	24.515301344262525	18.439088914585774	14.317821063276353	37.107950630558946	22.20360331117452	17.804493814764857	10.0	18.027756377319946	33.1058907144937	32.01562118716424	26.92582403567252	22.360679774997898	14.142135623730951	36.235341863986875	36.069377593742864	31.89043743820395	20.615528128088304	14.142135623730951	11.180339887498949	26.92582403567252	20.615528128088304	28.071337695236398	29.68164415931166	11.045361017187261	14.142135623730951	22.67156809750927	27.018512172212592	42.42640687119285	37.16180835212409	28.178005607210743	20.0	38.41874542459709	43.266615305567875	34.23448553724738	22.360679774997898	22.360679774997898	43.01162633521314	31.622776601683793	36.235341863986875	5.385164807134504	7.280109889280518	37.36308338453881	41.23105625617661	39.824615503479755	20.615528128088304	20.615528128088304	20.0	3.0	
1	25.45584412271571	0.0	14.560219778561036	23.021728866442675	26.419689627245813	33.06055050963308	16.278820596099706	39.59797974644666	40.22437072223753	37.21558813185679	47.53945729601885	54.20332093147061	31.78049716414141	42.05948168962618	53.150729063673246	40.049968789001575	14.035668847618199	24.596747752497688	36.40054944640259	47.70744176750625	44.721359549995796	23.769728648009426	9.848857801796104	12.529964086141668	25.80697580112788	42.2965719651132	30.610455730027933	35.11409973215888	14.317821063276353	30.265491900843113	21.37755832643195	54.74486277268398	31.0	8.06225774829855	33.28663395418648	43.278170016764804	34.17601498127012	38.63935817272331	50.60632371551998	38.8329756778952	29.120439557122072	11.180339887498949	10.63014581273465	6.708203932499369	26.019223662515376	29.120439557122072	35.22782990761707	28.861739379323623	26.019223662515376	18.867962264113206	34.713109915419565	18.384776310850235	35.77708763999664	48.104053883222775	48.84669896727925	49.47726750741192	16.278820596099706	43.289721643826724	42.04759208325728	63.7808748764079	45.69463863518345	21.2602916254693	8.246211251235321	8.246211251235321	18.384776310850235	55.569775957799216	61.032778078668514	30.479501308256342	19.4164878389476	33.28663395418648	46.17358552246078	40.718546143004666	40.162171256046406	5.385164807134504	18.110770276274835	23.430749027719962	
2	14.560219778561036	14.560219778561036	0.0	24.20743687382041	12.727922061357855	19.924858845171276	8.54400374531753	27.784887978899608	26.870057685088806	34.48187929913333	40.19950248448356	43.382023926967726	25.019992006393608	27.51363298439521	40.45985664828782	26.076809620810597	18.027756377319946	18.24828759089466	40.36087214122113	34.058772731852805	32.31098884280702	15.264337522473747	16.401219466856727	25.079872407968907	33.61547262794322	42.485291572496	20.615528128088304	20.615528128088304	10.04987562112089	16.0	7.0	50.24937810560445	30.4138126514911	10.44030650891055	19.79898987322333	30.610455730027933	24.08318915758459	26.40075756488817	41.48493702538308	34.52535300326414	24.73863375370596	25.632011235952593	24.186773244895647	21.18962010041709	26.627053911388696	14.560219778561036	21.93171219946131	17.804493814764857	13.0	26.832815729997478	36.61966684720111	14.7648230602334	21.633307652783937	36.359317925395686	34.438350715445125	51.10772935672255	30.01666203960727	29.017236257093817	34.23448553724738	50.99019513592785	35.608987629529715	20.0	8.48528137423857	16.492422502470642	29.698484809834994	46.17358552246078	50.566787519082126	18.35755975068582	7.280109889280518	26.076809620810597	34.9857113690718	31.144823004794873	34.0147027033899	9.219544457292887	7.211102550927978	11.704699910719626	
3	19.6468827043885	23.021728866442675	24.20743687382041	0.0	26.0	42.20189569201838	16.278820596099706	29.427877939124322	34.0	14.866068747318506	28.319604517012593	39.44616584663204	15.231546211727817	42.20189569201838	42.720018726587654	46.06517122512408	9.0	12.041594578792296	16.278820596099706	41.10960958218893	54.644304369257	39.408120990476064	32.38826948140329	19.72308292331602	14.142135623730951	19.4164878389476	20.024984394500787	35.73513677041127	32.202484376209235	36.359317925395686	29.068883707497267	32.57299494980466	8.06225774829855	16.76305461424021	29.427877939124322	34.36568055487916	48.104053883222775	49.20365840057018	33.421549934136806	17.4928556845359	10.295630140987	29.410882339705484	31.575306807693888	26.476404589747453	3.0	32.64965543462902	30.14962686336267	41.72529209005013	36.124783736376884	11.40175425099138	12.529964086141668	10.0	33.734255586866	36.05551275463989	46.17358552246078	27.313000567495326	25.0	47.53945729601885	24.20743687382041	52.55473337388365	59.413803110051795	41.78516483155236	26.570660511172846	15.033296378372908	40.44749683231337	38.28837943815329	45.0	24.186773244895647	20.808652046684813	50.21951811795888	58.25804665451803	55.17245689653489	20.518284528683193	21.840329667841555	31.400636936215164	20.615528128088304	
4	7.0710678118654755	26.419689627245813	12.727922061357855	26.0	0.0	18.027756377319946	12.041594578792296	15.811388300841896	14.142135623730951	30.610455730027933	31.400636936215164	31.622776601683793	18.867962264113206	17.0	27.80287754891569	20.248456731316587	24.020824298928627	15.0	41.677331968349414	21.400934559032695	29.698484809834994	22.02271554554524	29.068883707497267	34.713109915419565	38.8329756778952	40.311288741492746	11.704699910719626	10.04987562112089	21.470910553583888	11.40175425099138	9.219544457292887	43.32435804486894	29.206163733020468	19.924858845171276	7.0710678118654755	18.027756377319946	26.570660511172846	25.0	31.064449134018133	29.154759474226502	21.213203435596427	37.589892258425	36.61966684720111	33.12099032335839	27.294688127912362	7.0710678118654755	9.219544457292887	20.615528128088304	14.317821063276353	33.13608305156178	36.61966684720111	16.492422502470642	9.486832980505138	24.166091947189145	22.80350850198276	49.49747468305833	40.26164427839479	21.540659228538015	25.495097567963924	38.28837943815329	36.359317925395686	30.364452901377952	21.213203435596427	25.495097567963924	42.42640687119285	35.35533905932738	38.897300677553446	7.0	7.280109889280518	31.400636936215164	34.20526275297414	33.1058907144937	26.92582403567252	21.095023109728988	15.811388300841896	5.385164807134504	
5	25.0	33.06055050963308	19.924858845171276	42.20189569201838	18.027756377319946	0.0	26.076809620810597	30.4138126514911	25.0	48.60041152089147	48.38388161361178	45.0	36.89173349139343	16.55294535724685	37.656340767525464	8.06225774829855	37.57658845611187	32.55764119219941	58.412327466040935	28.861739379323623	12.529964086141668	13.038404810405298	29.832867780352597	44.721359549995796	53.225933528685054	58.137767414994535	29.5296461204668	14.0	20.396078054371138	6.708203932499369	13.416407864998739	60.92618484691127	46.66904755831214	30.364452901377952	20.615528128088304	30.0	10.04987562112089	7.0710678118654755	46.69047011971501	47.16990566028302	39.05124837953327	43.104524124504614	40.44749683231337	39.01281840626232	44.04543109109048	11.180339887498949	22.360679774997898	7.0710678118654755	7.0710678118654755	46.61544808322666	53.81449618829484	32.202484376209235	18.027756377319946	37.0	24.186773244895647	67.26812023536856	49.25444142409901	12.206555615733702	42.720018726587654	46.486557196677836	18.35755975068582	23.600847442411894	25.0	36.40054944640259	42.720018726587654	50.24937810560445	52.03844732503075	24.166091947189145	21.400934559032695	16.76305461424021	16.278820596099706	15.524174696260024	44.721359549995796	28.284271247461902	15.0	22.67156809750927	
6	9.219544457292887	16.278820596099706	8.54400374531753	16.278820596099706	12.041594578792296	26.076809620810597	0.0	23.345235059857504	24.596747752497688	25.96150997149434	32.7566787083184	38.01315561749642	17.11724276862369	29.017236257093817	37.013511046643494	30.675723300355934	12.165525060596439	10.0	32.55764119219941	32.202484376209235	38.58756276314948	23.706539182259394	22.135943621178654	22.80350850198276	27.51363298439521	34.0	14.422205101855956	22.0	18.110770276274835	20.615528128088304	12.806248474865697	42.04759208325728	21.95449840010015	8.602325267042627	18.027756377319946	27.202941017470888	31.89043743820395	33.015148038438355	34.92849839314596	26.1725046566048	16.278820596099706	27.018512172212592	26.90724809414742	22.67156809750927	18.439088914585774	17.46424919657298	19.697715603592208	25.495097567963924	19.849433241279208	21.37755832643195	28.42534080710379	6.4031242374328485	21.37755832643195	31.827660925679098	34.713109915419565	42.720018726587654	28.460498941515414	32.7566787083184	26.92582403567252	47.634021455258214	43.139309220245984	28.160255680657446	14.317821063276353	13.601470508735444	34.132096331752024	39.81205847478876	44.94441010848846	14.422205101855956	5.0990195135927845	34.48187929913333	42.01190307520001	38.948684188300895	26.076809620810597	11.661903789690601	15.652475842498529	7.615773105863909	
7	14.142135623730951	39.59797974644666	27.784887978899608	29.427877939124322	15.811388300841896	30.4138126514911	23.345235059857504	0.0	7.0710678118654755	25.632011235952593	18.867962264113206	15.811388300841896	15.033296378372908	19.209372712298546	13.892443989449804	28.635642126552707	32.202484376209235	18.027756377319946	41.43669871020132	12.165525060596439	39.395431207184416	37.48332962798263	44.10215414239989	44.77722635447622	43.56604182158393	35.84689665786984	9.848857801796104	16.76305461424021	37.16180835212409	24.08318915758459	25.0	32.202484376209235	28.160255680657446	31.89043743820395	10.0	5.0	40.19950248448356	36.40054944640259	16.278820596099706	22.360679774997898	20.0	50.32891812864648	50.20956084253277	46.010868281309364	29.068883707497267	20.0	8.06225774829855	35.0	29.068883707497267	39.84971769034255	35.510561809129406	23.706539182259394	12.649110640673518	8.602325267042627	19.235384061671343	44.721359549995796	50.60632371551998	27.459060435491963	14.142135623730951	24.413111231467404	48.08326112068523	46.17358552246078	36.05551275463989	36.05551275463989	57.0087712549569	20.0	23.08679276123039	9.433981132056603	20.808652046684813	46.0	44.94441010848846	45.89117562233506	18.027756377319946	34.713109915419565	31.622776601683793	16.401219466856727	
8	15.811388300841896	40.22437072223753	26.870057685088806	34.0	14.142135623730951	25.0	24.596747752497688	7.0710678118654755	0.0	32.202484376209235	25.80697580112788	20.0	20.8806130178211	12.206555615733702	13.892443989449804	22.135943621178654	35.17101079013795	22.02271554554524	47.29693436154187	7.615773105863909	32.89376840679705	33.83784863137726	43.18564576337837	47.16990566028302	48.041648597857254	42.485291572496	14.035668847618199	11.0	35.22782990761707	19.235384061671343	22.47220505424423	39.20459156782532	33.95585369269929	33.12099032335839	7.0710678118654755	5.0	35.014282800023196	30.4138126514911	22.47220505424423	29.154759474226502	25.495097567963924	51.31276644267	50.60632371551998	46.87216658103186	34.132096331752024	15.811388300841896	5.0	30.4138126514911	25.0	43.56604182158393	41.48493702538308	26.68332812825267	7.0710678118654755	12.0	12.649110640673518	51.478150704935004	52.92447448959697	20.591260281974	21.213203435596427	24.20743687382041	41.97618372363071	43.382023926967726	35.35533905932738	38.07886552931954	56.568542494923804	25.495097567963924	27.073972741361768	10.44030650891055	20.808652046684813	41.30375285612676	38.600518131237564	40.19950248448356	25.0	35.0	29.154759474226502	17.0	
9	23.600847442411894	37.21558813185679	34.48187929913333	14.866068747318506	30.610455730027933	48.60041152089147	25.96150997149434	25.632011235952593	32.202484376209235	0.0	15.652475842498529	29.614185789921695	12.041594578792296	43.266615305567875	36.05551275463989	50.20956084253277	23.53720459187964	16.55294535724685	17.26267650163207	37.64306044943742	60.207972893961475	49.39635614091387	46.0	34.438350715445125	24.839484696748443	10.295630140987	19.849433241279208	38.28837943815329	43.93176527297759	42.01190307520001	37.12142238654117	17.72004514666935	7.211102550927978	30.0	30.610455730027933	30.364452901377952	56.43580423808985	55.60575509783138	22.135943621178654	4.123105625617661	9.848857801796104	44.27188724235731	46.32493928760188	41.23105625617661	12.083045973594572	37.64306044943742	30.23243291566195	50.11985634456667	43.9089968002003	25.238858928247925	11.40175425099138	20.223748416156685	35.0	29.068883707497267	44.77722635447622	19.4164878389476	39.44616584663204	50.44799302251776	14.035668847618199	44.28317965096906	66.85057965343307	53.9351462406472	39.20459156782532	29.614185789921695	55.10898293381942	26.40075756488817	33.61547262794322	25.495097567963924	28.635642126552707	60.00833275470999	64.81512169239521	63.28506932918696	9.055385138137417	35.014282800023196	41.43669871020132	26.076809620810597	
